"DOR Code","Municipality","Fiscal Year","Total Outstanding Debt (Schedule A Part 10)","Equalized Values (EQV)","Outstanding Debt as a % of EQV","Population","Outstanding Debt Per Capita","GF Debt Service (Schedule A Part 2)","Total Budget","Debt Service as a % of Budget"
"141","Hudson","2025","","3,508,853,900","","19,744","","","103,158,599",""
"142","Hull","2021","51,896,957","2,266,165,500","2.29%","10,463","4,960","3,106,389","44,081,503","7.05%"
"142","Hull","2022","62,694,971","2,567,554,800","2.44%","10,475","5,985","3,626,896","45,588,177","7.96%"
"142","Hull","2023","57,939,988","2,567,554,800","2.26%","10,072","5,753","3,617,326","47,513,729","7.61%"
"142","Hull","2024","53,526,411","2,851,555,900","1.88%","10,144","5,277","3,563,026","50,647,964","7.04%"
"142","Hull","2025","64,016,317","2,851,555,900","2.24%","10,142","6,312","3,579,798","53,742,427","6.66%"
"143","Huntington","2021","114,634","192,215,800","0.06%","2,182","53","54,900","5,778,994","0.95%"
"143","Huntington","2022","213,179","203,312,000","0.10%","2,169","98","93,682","5,777,073","1.62%"
"143","Huntington","2023","126,961","203,312,000","0.06%","2,094","61","90,121","6,183,852","1.46%"
"143","Huntington","2024","137,907","255,469,400","0.05%","2,074","66","77,478","6,485,139","1.20%"
"143","Huntington","2025","84,954","255,469,400","0.03%","2,069","41","57,429","6,849,528","0.84%"
"144","Ipswich","2021","28,252,657","2,987,460,300","0.95%","14,092","2,005","13,674,208","55,868,270","24.48%"
"144","Ipswich","2022","26,701,945","3,246,602,500","0.82%","14,074","1,897","967,368","58,596,326","1.65%"
"144","Ipswich","2023","23,304,089","3,246,602,500","0.72%","13,785","1,691","8,497,526","63,779,124","13.32%"
"144","Ipswich","2024","21,301,736","3,651,224,100","0.58%","13,716","1,553","1,038,670","66,354,216","1.57%"
"144","Ipswich","2025","18,982,132","3,651,224,100","0.52%","13,848","1,371","1,948,910","70,011,783","2.78%"
"145","Kingston","2021","22,901,327","2,120,211,600","1.08%","13,723","1,669","1,123,605","50,506,211","2.23%"
"145","Kingston","2022","20,962,803","2,303,085,100","0.91%","13,863","1,512","223,163","50,992,037","0.44%"
"145","Kingston","2023","42,877,413","2,303,085,100","1.86%","13,708","3,128","194,463","52,128,462","0.37%"
"145","Kingston","2024","40,287,901","2,686,343,300","1.50%","13,793","2,921","201,263","57,848,015","0.35%"
"145","Kingston","2025","43,547,311","2,686,343,300","1.62%","13,829","3,149","175,726","62,468,087","0.28%"
"146","Lakeville","2021","6,177,317","1,774,669,700","0.35%","11,418","541","963,004","32,486,358","2.96%"
"146","Lakeville","2022","5,519,189","2,033,953,800","0.27%","11,561","477","922,148","33,810,214","2.73%"
"146","Lakeville","2023","5,925,896","2,033,953,800","0.29%","11,523","514","793,046","36,383,952","2.18%"
"146","Lakeville","2024","5,338,603","2,334,757,300","0.23%","11,762","454","879,882","38,770,684","2.27%"
"146","Lakeville","2025","4,850,295","2,334,757,300","0.21%","11,895","408","822,690","38,804,623","2.12%"
"147","Lancaster","2021","4,641,749","954,886,800","0.49%","8,185","567","1,080,075","24,251,917","4.45%"
"147","Lancaster","2022","3,340,656","1,088,038,600","0.31%","8,082","413","1,062,275","25,706,416","4.13%"
"147","Lancaster","2023","5,961,700","1,088,038,600","0.55%","8,441","706","399,825","26,686,964","1.50%"
"147","Lancaster","2024","5,415,900","1,181,869,900","0.46%","8,455","641","388,525","27,405,574","1.42%"
"147","Lancaster","2025","4,870,100","1,181,869,900","0.41%","8,394","580","377,225","29,810,870","1.27%"
"148","Lanesborough","2021","220,884","402,579,400","0.05%","2,965","74","137,407","11,088,178","1.24%"
"148","Lanesborough","2022","92,177","426,435,400","0.02%","2,940","31","134,312","10,852,919","1.24%"
"148","Lanesborough","2023","0","426,435,400","0.00%","3,038","0","94,712","11,828,035","0.80%"
"148","Lanesborough","2024","0","475,467,900","0.00%","3,027","0","0","12,283,413","0.00%"
"148","Lanesborough","2025","0","475,467,900","0.00%","3,016","0","0","12,584,207","0.00%"
"149","Lawrence","2021","140,932,291","4,238,762,700","3.32%","80,376","1,753","13,885,086","338,104,176","4.11%"
"149","Lawrence","2022","245,148,709","5,310,863,600","4.62%","80,028","3,063","10,023,003","354,867,676","2.82%"
"149","Lawrence","2023","243,761,341","5,310,863,600","4.59%","89,143","2,734","14,709,443","386,152,019","3.81%"
"149","Lawrence","2024","232,832,831","6,494,397,200","3.59%","88,508","2,631","14,879,811","448,085,445","3.32%"
"149","Lawrence","2025","219,406,204","6,494,397,200","3.38%","87,954","2,495","14,114,931","474,319,128","2.98%"
"150","Lee","2021","12,254,383","973,498,900","1.26%","5,715","2,144","984,350","22,127,557","4.45%"
"150","Lee","2022","12,081,779","1,039,758,100","1.16%","5,664","2,133","863,925","23,670,762","3.65%"
"150","Lee","2023","9,710,309","1,039,758,100","0.93%","5,788","1,678","864,750","24,202,916","3.57%"
"150","Lee","2024","8,140,375","1,176,406,900","0.69%","5,755","1,414","0","24,850,187","0.00%"
"150","Lee","2025","14,276,503","1,176,406,900","1.21%","5,707","2,502","103,683","51,303,216","0.20%"
"151","Leicester","2021","9,001,893","985,402,100","0.91%","11,394","790","1,538,487","34,424,071","4.47%"
"151","Leicester","2022","8,065,755","1,145,368,600","0.70%","11,341","711","1,369,765","35,208,045","3.89%"
"151","Leicester","2023","7,109,243","1,145,368,600","0.62%","11,087","641","1,537,506","37,048,725","4.15%"
"151","Leicester","2024","6,135,803","1,309,322,100","0.47%","11,048","555","2,056,050","40,286,631","5.10%"
"151","Leicester","2025","24,246,966","1,309,322,100","1.85%","11,033","2,198","1,713,110","42,656,576","4.02%"
"152","Lenox","2021","10,605,000","1,265,446,400","0.84%","4,964","2,136","11,824","22,957,013","0.05%"
"152","Lenox","2022","13,565,000","1,351,518,200","1.00%","4,944","2,744","35,606","24,926,413","0.14%"
"152","Lenox","2023","11,955,000","1,351,518,200","0.88%","5,095","2,346","224,000","27,844,115","0.80%"
"152","Lenox","2024","10,420,000","1,497,427,400","0.70%","5,099","2,044","255,885","32,045,023","0.80%"
"152","Lenox","2025","8,975,000","1,497,427,400","0.60%","5,064","1,772","404,011","57,592,179","0.70%"
"153","Leominster","2021","32,554,463","3,785,321,000","0.86%","41,823","778","1,451,877","165,828,383","0.88%"
"153","Leominster","2022","49,793,363","4,405,389,500","1.13%","41,716","1,194","1,370,950","185,192,184","0.74%"
"153","Leominster","2023","57,988,597","4,405,389,500","1.32%","43,782","1,324","1,128,178","192,091,717","0.59%"
"153","Leominster","2024","60,259,438","5,149,133,300","1.17%","43,613","1,382","1,488,340","196,922,822","0.76%"
"153","Leominster","2025","56,498,707","5,149,133,300","1.10%","43,646","1,294","1,481,100","204,281,140","0.73%"
"154","Leverett","2021","2,862,500","273,488,400","1.05%","1,861","1,538","442,250","6,997,839","6.32%"
"154","Leverett","2022","2,457,000","291,826,100","0.84%","1,837","1,338","490,309","7,063,650","6.94%"
"154","Leverett","2023","3,304,252","291,826,100","1.13%","1,865","1,772","410,008","7,509,115","5.46%"
"154","Leverett","2024","2,945,908","338,579,700","0.87%","1,862","1,582","438,634","7,822,693","5.61%"
"154","Leverett","2025","2,591,525","338,579,700","0.77%","1,860","1,393","430,920","8,084,742","5.33%"
"155","Lexington","2021","194,961,350","12,008,478,900","1.62%","33,792","5,769","27,783,469","252,274,797","11.01%"
"155","Lexington","2022","192,588,446","13,471,181,900","1.43%","33,132","5,813","27,240,811","268,661,727","10.14%"
"155","Lexington","2023","209,398,542","13,471,181,900","1.55%","34,454","6,078","23,363,388","281,429,018","8.30%"
"155","Lexington","2024","199,446,137","15,034,185,600","1.33%","34,071","5,854","23,374,202","297,135,080","7.87%"
"155","Lexington","2025","180,862,985","15,034,185,600","1.20%","34,074","5,308","22,099,556","310,247,202","7.12%"
"156","Leyden","2021","0","92,167,800","0.00%","724","0","0","2,154,913","0.00%"
"156","Leyden","2022","0","95,052,200","0.00%","715","0","201,500","2,236,462","9.01%"
"156","Leyden","2023","0","95,052,200","0.00%","734","0","63,000","2,194,246","2.87%"
"156","Leyden","2024","0","104,479,300","0.00%","738","0","0","2,321,713","0.00%"
"156","Leyden","2025","0","104,479,300","0.00%","734","0","0","2,427,244","0.00%"
"157","Lincoln","2021","81,080,000","2,292,229,800","3.54%","6,797","11,929","4,368,888","42,713,094","10.23%"
"157","Lincoln","2022","87,085,000","2,323,751,900","3.75%","7,052","12,349","4,293,200","44,775,719","9.59%"
"157","Lincoln","2023","84,680,000","2,323,751,900","3.64%","7,014","12,073","4,735,813","46,620,322","10.16%"
"157","Lincoln","2024","82,405,000","2,475,327,700","3.33%","6,890","11,960","4,734,169","47,742,096","9.92%"
"157","Lincoln","2025","80,030,000","2,475,327,700","3.23%","6,855","11,675","4,735,669","54,345,976","8.71%"
"158","Littleton","2021","25,746,669","1,969,238,900","1.31%","10,241","2,514","3,236,257","58,296,344","5.55%"
"158","Littleton","2022","32,442,126","2,226,110,600","1.46%","10,227","3,172","3,302,010","58,752,119","5.62%"
"158","Littleton","2023","26,221,234","2,226,110,600","1.18%","10,141","2,586","3,098,558","70,500,294","4.40%"
"158","Littleton","2024","43,215,122","2,447,845,900","1.77%","10,121","4,270","2,888,135","68,811,649","4.20%"
"158","Littleton","2025","78,410,729","2,447,845,900","3.20%","10,139","7,734","3,766,861","72,847,684","5.17%"
"159","Longmeadow","2021","73,681,537","2,157,229,000","3.42%","15,827","4,655","5,676,121","69,998,220","8.11%"
"159","Longmeadow","2022","68,693,184","2,309,114,600","2.97%","15,705","4,374","6,201,398","76,706,995","8.09%"
"159","Longmeadow","2023","63,580,521","2,309,114,600","2.75%","15,853","4,011","6,191,251","77,509,338","7.99%"
"159","Longmeadow","2024","69,818,461","2,458,304,800","2.84%","15,725","4,440","6,501,742","82,058,745","7.92%"
"159","Longmeadow","2025","64,306,915","2,458,304,800","2.62%","15,632","4,114","6,220,129","84,976,123","7.32%"
"160","Lowell","2021","297,598,930","8,192,976,800","3.63%","111,670","2,665","10,851,964","380,078,372","2.86%"
"160","Lowell","2022","312,339,892","9,848,176,600","3.17%","110,997","2,814","12,866,624","401,354,029","3.21%"
"160","Lowell","2023","340,470,237","9,848,176,600","3.46%","115,554","2,946","12,536,032","461,795,248","2.72%"
"160","Lowell","2024","392,708,975","11,375,052,400","3.45%","113,994","3,445","12,959,707","489,505,759","2.65%"
"160","Lowell","2025","422,644,142","11,375,052,400","3.72%","113,608","3,720","17,547,832","532,950,285","3.29%"
"161","Ludlow","2021","37,420,374","2,154,384,900","1.74%","21,478","1,742","3,897,281","75,146,610","5.19%"
"161","Ludlow","2022","36,053,818","2,262,713,800","1.59%","21,233","1,698","2,447,755","75,919,245","3.22%"
"161","Ludlow","2023","34,627,279","2,262,713,800","1.53%","21,002","1,649","2,478,695","80,714,782","3.07%"
"161","Ludlow","2024","33,400,657","2,411,393,900","1.39%","20,900","1,598","2,518,059","85,523,846","2.94%"
"161","Ludlow","2025","","2,411,393,900","","20,871","","","87,103,418",""
"162","Lunenburg","2021","41,885,308","1,405,368,400","2.98%","11,657","3,593","4,695,155","42,743,616","10.98%"
"162","Lunenburg","2022","38,749,086","1,672,175,900","2.32%","11,736","3,302","4,559,198","44,742,766","10.19%"
"162","Lunenburg","2023","35,563,304","1,672,175,900","2.13%","11,782","3,018","4,495,105","47,551,576","9.45%"
"162","Lunenburg","2024","33,256,561","1,855,455,700","1.79%","11,816","2,815","3,518,014","49,661,935","7.08%"
"162","Lunenburg","2025","","1,855,455,700","","11,835","","2,941,321","50,420,663","5.83%"
"163","Lynn","2021","62,267,000","7,895,464,600","0.79%","94,654","658","16,674,577","393,011,154","4.24%"
"163","Lynn","2022","73,519,000","9,814,969,600","0.75%","94,299","780","7,307,861","413,688,548","1.77%"
"163","Lynn","2023","67,754,000","9,814,969,600","0.69%","101,253","669","8,040,578","480,379,594","1.67%"
"163","Lynn","2024","54,010,000","11,636,407,900","0.46%","100,843","536","14,257,337","504,739,439","2.83%"
"163","Lynn","2025","95,440,000","11,636,407,900","0.82%","100,891","946","5,935,572","537,437,082","1.10%"
"164","Lynnfield","2021","28,727,423","3,324,301,800","0.86%","13,041","2,203","3,189,291","61,453,543","5.19%"
"164","Lynnfield","2022","25,617,632","3,508,636,700","0.73%","12,999","1,971","4,127,550","63,189,868","6.53%"
"164","Lynnfield","2023","22,582,826","3,508,636,700","0.64%","13,000","1,737","3,884,075","67,091,477","5.79%"
"164","Lynnfield","2024","20,088,005","4,134,919,200","0.49%","12,955","1,551","3,591,189","69,199,413","5.19%"
"164","Lynnfield","2025","80,639,236","4,134,919,200","1.95%","12,951","6,226","5,262,511","73,576,312","7.15%"
"165","Malden","2021","69,307,773","7,590,689,100","0.91%","61,036","1,136","7,374,056","180,500,781","4.09%"
"165","Malden","2022","79,589,536","9,209,316,800","0.86%","60,470","1,316","7,088,147","185,458,734","3.82%"
"165","Malden","2023","71,132,184","9,209,316,800","0.77%","66,263","1,073","7,425,260","196,492,234","3.78%"
"165","Malden","2024","71,524,232","9,978,319,100","0.72%","65,074","1,099","7,419,152","215,571,260","3.44%"
"165","Malden","2025","66,186,240","9,978,319,100","0.66%","64,712","1,023","7,303,171","217,022,112","3.37%"
"166","Manchester By The Sea","2021","8,443,225","2,526,294,800","0.33%","5,429","1,555","1,174,801","33,555,039","3.50%"
"166","Manchester By The Sea","2022","7,620,816","2,662,108,600","0.29%","5,434","1,402","1,119,927","34,668,705","3.23%"
"166","Manchester By The Sea","2023","6,855,955","2,662,108,600","0.26%","5,395","1,271","1,035,563","35,997,684","2.88%"
"166","Manchester By The Sea","2024","6,204,685","2,969,651,000","0.21%","5,363","1,157","895,077","38,754,876","2.31%"
"166","Manchester By The Sea","2025","5,531,975","2,969,651,000","0.19%","5,354","1,033","973,726","39,252,676","2.48%"
"167","Mansfield","2021","54,921,247","3,826,144,000","1.44%","24,063","2,282","3,732,867","106,167,017","3.52%"
"167","Mansfield","2022","51,059,636","4,294,632,400","1.19%","24,470","2,087","3,887,318","107,572,661","3.61%"
"167","Mansfield","2023","52,956,471","4,294,632,400","1.23%","23,860","2,219","3,971,440","108,040,121","3.68%"
"167","Mansfield","2024","63,646,566","4,776,050,100","1.33%","23,823","2,672","4,351,558","118,105,194","3.68%"
"167","Mansfield","2025","58,601,350","4,776,050,100","1.23%","23,816","2,461","4,901,879","116,862,799","4.20%"
"168","Marblehead","2021","102,404,400","6,182,649,400","1.66%","20,634","4,963","7,757,889","91,186,099","8.51%"
"168","Marblehead","2022","106,723,460","6,959,309,400","1.53%","20,555","5,192","12,681,651","97,599,033","12.99%"
"168","Marblehead","2023","112,032,520","6,959,309,400","1.61%","20,441","5,481","10,106,619","104,057,880","9.71%"
"168","Marblehead","2024","104,526,580","7,507,193,000","1.39%","20,296","5,150","11,006,139","105,800,948","10.40%"
"168","Marblehead","2025","","7,507,193,000","","20,233","","11,085,298","107,528,195","10.31%"
"169","Marion","2021","28,954,715","1,693,499,100","1.71%","5,143","5,630","567,842","25,934,718","2.19%"
"169","Marion","2022","26,978,272","1,895,160,500","1.42%","5,188","5,200","543,862","26,352,536","2.06%"
"169","Marion","2023","24,972,787","1,895,160,500","1.32%","5,347","4,670","528,869","28,856,835","1.83%"
"169","Marion","2024","22,937,935","2,022,826,200","1.13%","5,333","4,301","660,297","29,398,497","2.25%"
"169","Marion","2025","32,598,388","2,022,826,200","1.61%","5,291","6,161","675,264","31,803,990","2.12%"
"170","Marlborough","2021","145,447,951","5,880,360,000","2.47%","39,825","3,652","8,756,703","194,949,479","4.49%"
"170","Marlborough","2022","148,645,496","6,865,547,800","2.17%","39,597","3,754","8,206,396","206,624,259","3.97%"
"170","Marlborough","2023","140,245,651","6,865,547,800","2.04%","41,793","3,356","9,013,502","206,728,874","4.36%"
"170","Marlborough","2024","129,360,712","7,495,113,200","1.73%","41,110","3,147","8,662,987","209,406,005","4.14%"
"170","Marlborough","2025","136,900,730","7,495,113,200","1.83%","40,971","3,341","8,390,901","222,224,435","3.78%"
"171","Marshfield","2021","117,273,899","5,107,817,200","2.30%","25,905","4,527","10,340,205","103,400,230","10.00%"
"171","Marshfield","2022","112,205,781","5,504,694,400","2.04%","25,967","4,321","9,970,042","107,254,588","9.30%"
"171","Marshfield","2023","110,751,970","5,504,694,400","2.01%","25,825","4,289","9,170,779","110,900,289","8.27%"
"171","Marshfield","2024","107,465,042","6,249,685,700","1.72%","25,869","4,154","9,100,002","112,290,232","8.10%"
"171","Marshfield","2025","100,225,636","6,249,685,700","1.60%","25,713","3,898","8,976,748","122,587,844","7.32%"
"172","Mashpee","2021","13,947,861","5,605,682,100","0.25%","14,180","984","2,606,096","71,172,063","3.66%"
"172","Mashpee","2022","11,969,065","5,990,551,100","0.20%","14,229","841","2,491,909","73,372,582","3.40%"
"172","Mashpee","2023","10,235,269","5,990,551,100","0.17%","15,060","680","2,238,234","79,639,934","2.81%"
"172","Mashpee","2024","8,556,885","6,829,860,600","0.13%","15,357","557","2,066,402","82,877,854","2.49%"
"172","Mashpee","2025","50,573,386","6,829,860,600","0.74%","15,468","3,270","1,963,195","90,532,184","2.17%"
"173","Mattapoisett","2021","28,456,443","1,829,130,600","1.56%","6,379","4,461","1,422,715","29,482,525","4.83%"
"173","Mattapoisett","2022","25,584,420","1,900,482,600","1.35%","6,401","3,997","1,330,846","32,341,420","4.12%"
"173","Mattapoisett","2023","22,717,742","1,900,482,600","1.20%","6,508","3,491","1,410,509","32,913,152","4.29%"
"173","Mattapoisett","2024","20,192,441","2,214,714,000","0.91%","6,574","3,072","1,278,611","35,374,961","3.61%"
